FIPS_Code,County,State,Total,Male,Female,Under18,a18to64,over65,oneRace,White,AfricanAmerican,Native,Asian,Hawaiian,otherRace,Multiracial,FamilyHousehold,OtherLivingArrangements,totPoverty25,NoHS,HighSchool,SomeCollege,Bachelors,AmericanBorn,ForeignBorn,NaturalizedCitizen,Disability,NoDisability,totPoverty16to64,FullTime,PartTime,NoWork,Year
24033,Prince George's County, Maryland,888943,427729,461214,200864,582970,105109,865087,145459,563479,3278,37874,261,114736,23856,756896,132047,607684,85217,154252,171629,196586,684244,204699,81491,83626,803056,605173,346340,143491,115342,2015
24510,Baltimore city, Maryland,598106,281203,316903,127810,395638,74658,581208,184300,370099,944,16136,347,9382,16898,442637,155469,417591,62828,124537,103549,126677,549359,48747,18613,94428,503219,407324,193333,89248,124743,2015
25005,Bristol County, Massachusetts,540179,263507,276672,113703,341728,84748,525743,462286,19560,143,11779,305,31670,14436,440126,100053,380805,58707,113509,106791,101798,474835,65344,41337,77702,462361,356483,175142,104069,77272,2015
25009,Essex County, Massachusetts,759764,367301,392463,167454,472827,119483,736109,607138,28013,1999,28677,85,70197,23655,635047,124717,527050,54018,137151,131509,204372,638949,120815,63658,89918,669365,493500,249609,148302,95589,2015
25017,Middlesex County, Massachusetts,1530727,743229,787498,320125,991579,219023,1489962,1203673,76626,1845,169737,494,37587,40765,1244555,286172,1090227,74750,222406,202233,590838,1208423,322304,162971,137578,1391299,1030716,565397,286083,179236,2015
25025,Suffolk County, Massachusetts,734144,356599,377545,132494,518212,83438,691008,401178,170827,1365,62293,47,55298,43136,498121,236023,527666,79420,123508,98434,226304,510007,224137,109281,96492,637168,531163,273436,153726,104001,2015
25027,Worcester County, Massachusetts,789489,385699,403790,174035,501700,113754,770515,671171,36628,1335,37659,165,23557,18974,650527,138962,548277,55929,156369,143742,192237,700879,88610,46256,98927,690341,523647,267465,141873,114309,2015
26081,Kent County, Michigan,626491,308271,318220,155760,393712,77019,602150,500195,60635,2340,17637,149,21194,24341,512620,113871,413147,42233,102165,127332,141417,573995,52496,21168,76863,549273,411033,206547,126623,77863,2015
26099,Macomb County, Michigan,856163,415423,440740,184832,537188,134143,835953,702815,94333,2674,32188,175,3768,20210,713199,142964,599164,63901,181494,210503,143266,761104,95059,59550,122877,732626,561573,282480,149866,129227,2015
26125,Oakland County, Michigan,1231867,599561,632306,268608,774027,189232,1202073,930793,171888,4216,84761,137,10278,29794,1016926,214941,864364,55409,161586,258199,389170,1080472,151395,79922,144205,1087330,807883,410827,231205,165851,2015
26163,Wayne County, Michigan,1738190,834861,903329,415556,1080605,242029,1703649,933096,677306,4534,56633,309,31771,34541,1423230,314960,1160291,166394,351553,378559,263785,1586688,151502,87233,279833,1458042,1127141,465336,290969,370836,2015
27053,Hennepin County, Minnesota,1200292,592210,608082,266474,782472,151346,1160142,881866,154736,6350,85257,95,31838,40150,909126,291166,836890,61693,141843,227782,405572,1026464,173828,84165,120411,1079686,810354,447166,250503,112685,2015
27123,Ramsey County, Minnesota,524247,256490,267757,124024,331660,68563,502138,357531,61124,2301,73456,181,7545,22109,405750,118497,352093,34160,73446,96810,147677,442860,81387,40418,63760,460306,344250,175208,110592,58450,2015
29095,Jackson County, Missouri,675993,326490,349503,162043,422824,91126,656108,451641,160842,2206,11832,1823,27764,19885,527802,148191,456728,49454,130387,138036,138851,636023,39970,15462,94892,580917,440389,242336,101686,96367,2015
29189,St. Louis County, Missouri,983725,465906,517819,219955,602445,161325,960003,677435,232606,1855,41997,467,5643,23722,816728,166997,681097,45569,146924,200824,287780,916168,67557,34702,116001,867724,629310,341241,167716,120353,2015
31055,Douglas County, Nebraska,537780,264762,273018,140200,334766,62814,523539,428003,60468,3987,18277,158,12646,14241,427737,110043,351639,32713,76122,107540,135264,485093,52687,19371,52969,483930,349500,199323,89751,60426,2015
32003,Clark County, Nevada,2088802,1038965,1049837,490059,1311597,287146,1980706,1302601,226034,16343,203388,14146,218194,108096,1719287,369515,1416502,209575,400207,477192,329528,1622526,466276,219395,258425,1824092,1363598,657944,359477,346177,2015
34003,Bergen County, New Jersey,927976,450484,477492,199652,579920,148404,908526,649037,55581,1667,152443,819,48979,19450,813239,114737,655305,50942,156376,135619,312368,642549,285427,179081,75431,852495,604947,328256,142867,133824,2015
34007,Camden County, New Jersey,504199,242301,261898,117070,315031,72098,484621,319006,93475,933,29524,184,41499,19578,430364,73835,343973,37264,101910,93565,111234,446982,57217,34175,67138,436662,328823,166296,88582,73945,2015
34013,Essex County, New Jersey,778516,370374,408142,189336,492295,96885,758405,325265,306272,1736,40392,82,84658,20111,654790,123726,520978,77794,142243,119310,181631,570278,208238,105531,93354,685162,512592,247715,131854,133023,2015
34017,Hudson County, New Jersey,667268,331467,335801,134346,461493,71429,644615,358247,82128,2087,101237,876,100040,22653,532364,134904,476255,75588,128063,84957,187647,383721,283547,131218,64068,603123,474260,258141,106789,109330,2015
34023,Middlesex County, New Jersey,809410,395211,414199,182140,515273,111997,791228,488295,78413,1754,195218,0,27548,18182,716388,93022,567569,66141,145922,116781,238725,534965,274445,149093,74369,734851,536530,280808,127631,128091,2015
34029,Ocean County, New Jersey,581144,280236,300908,136308,317994,126842,570185,530095,18293,173,11705,187,9732,10959,498070,83074,402406,34087,141444,114496,112379,536264,44880,24901,73985,506691,332091,156165,103001,72925,2015
34031,Passaic County, New Jersey,502867,246148,256719,122471,313354,67042,483383,295319,56137,2278,27011,185,102453,19484,446715,56152,332875,60500,120023,69629,82723,364109,138758,84631,42064,460754,326498,161116,66416,98966,2015
34039,Union County, New Jersey,549040,268160,280880,130512,347972,70556,530910,318636,116656,1008,27112,0,67498,18130,484406,64634,370884,53990,112343,79753,124798,380585,168455,84367,49208,499346,363362,188596,94114,80652,2015
35001,Bernalillo County, New Mexico,667896,326923,340973,151265,418949,97682,636011,475427,20779,31016,15920,391,92478,31885,529597,138299,455330,58506,107044,142486,147294,595057,72839,25540,88169,577401,436571,210832,109175,116564,2015
36005,Bronx County, New York,1420412,666755,753657,360259,902282,157871,1368659,284532,461946,9222,52888,63,560008,51753,1207523,212889,906863,257478,249853,216716,182816,910606,509806,251032,195377,1224771,941956,399565,221432,320959,2015
36029,Erie County, New York,896567,432367,464200,186789,559922,149856,878729,702124,120182,4075,30291,285,21772,17838,697579,198988,631203,57442,178818,189509,205434,832621,63946,31779,120990,775237,582808,294479,163017,125312,2015
36047,Kings County, New York,2614180,1238726,1375454,604467,1688944,320769,2547447,1135118,852430,9831,317510,375,232183,66733,2107177,507003,1775475,342771,452079,350636,629989,1627224,986956,578739,263806,2349788,1751874,842110,421866,487898,2015
36055,Monroe County, New York,726222,350597,375625,157599,453855,114768,709009,552494,115231,3564,27047,99,10574,17213,576196,150026,505083,50825,124494,144319,185445,661588,64634,34395,102083,623904,471718,232842,141348,97528,2015
36059,Nassau County, New York,1342931,651602,691329,295555,825586,221790,1302724,923342,157078,2671,125138,116,94379,40207,1216027,126904,932704,80975,226489,216125,409115,1042247,300684,187283,109712,1232678,863316,456808,216359,190149,2015
36061,New York County, New York,1597437,757891,839546,236687,1125874,234876,1525870,895783,234563,5416,195690,682,193736,71567,975101,622336,1238110,165366,143706,173348,755690,1126362,471075,223649,160261,1437012,1147600,636503,273553,237544,2015
36081,Queens County, New York,2313008,1122418,1190590,470375,1528858,313775,2233611,906138,417151,9684,588820,419,311399,79397,1979152,333856,1645771,314622,455574,365776,509799,1199808,1113200,631303,207304,2105232,1578388,813315,362048,403025,2015
36103,Suffolk County, New York,1469635,722494,747141,321278,921516,226841,1432445,1194760,110911,2489,57657,276,66352,37190,1296883,172752,1018990,100972,286471,277154,354393,1240315,229320,125975,149835,1319095,963669,501120,243321,219228,2015
36119,Westchester County, New York,953727,461714,492013,218103,586856,148768,925777,635653,136003,2678,57959,256,93228,27950,822551,131176,657457,83543,128930,132772,312212,704132,249595,129967,87167,866426,612591,315251,159591,137749,2015
37081,Guilford County, North Carolina,502547,239441,263106,116244,314825,71478,487729,282887,165194,1625,23784,314,13925,14818,409060,93487,342189,40325,77717,105962,118185,453155,49392,18456,56881,445502,329094,169001,78298,81795,2015
37119,Mecklenburg County, North Carolina,1019570,488605,530965,250008,665509,104053,993569,579447,315217,3447,56218,119,39121,26001,805302,214268,681417,71620,129075,184658,296064,869991,149579,53386,90204,928789,690334,375710,178150,136474,2015
37183,Wake County, North Carolina,1002347,488736,513611,251439,647967,102941,975404,667702,208343,3207,64807,348,30997,26943,835545,166802,667773,49542,109007,171882,337342,864468,137879,58756,87696,914269,675803,381174,165907,128722,2015
39035,Cuyahoga County, Ohio,1229345,584177,645168,264725,761984,202636,1198039,778201,363937,3901,35501,522,15977,31306,956126,273219,859362,95047,243670,255956,264689,1139437,89908,53568,186314,1042823,792766,380170,221985,190611,2015
39049,Franklin County, Ohio,1223451,596609,626842,292485,796263,134703,1178722,832630,268183,2049,56034,306,19520,44729,935046,288405,824773,77408,204875,223567,318923,1094159,129292,54097,140925,1082094,826442,445797,225018,155627,2015
39061,Hamilton County, Ohio,790581,380919,409662,185147,493846,111588,768582,539902,202410,925,18722,287,6336,21999,609496,181085,536010,44886,144902,148760,197462,749759,40822,20016,97691,692683,514422,261546,146976,105900,2015
39113,Montgomery County, Ohio,514753,247909,266844,117178,310378,87197,496594,376525,104647,1368,10015,141,3898,18159,406417,108336,357765,33982,100727,123682,99374,490270,24483,13055,79741,433653,324064,160055,84677,79332,2015
39153,Summit County, Ohio,533712,259900,273812,115355,331153,87204,518383,425109,75572,718,15795,200,989,15329,428472,105240,373774,31198,119793,105702,117081,506911,26801,12293,67385,466284,345734,178430,90025,77279,2015
40109,Oklahoma County, Oklahoma,761632,371148,390484,197879,468429,95324,710941,529292,110854,20200,25606,665,24324,50691,614138,147494,496434,68326,129308,144155,154645,676069,85563,26246,99517,659209,486260,255712,121358,109190,2015
40143,Tulsa County, Oklahoma,629119,306117,323002,159664,387419,82036,577495,438921,63574,29628,18582,58,26732,51624,514707,114412,413585,44213,105189,137829,126354,574433,54686,15990,86495,542389,405022,222429,97575,85018,2015
41051,Multnomah County, Oregon,775522,383344,392178,151047,530437,94038,734799,612401,42255,5603,54756,4464,15320,40723,555087,220435,565143,54791,95856,164797,249699,668117,107405,49494,103221,672131,545384,266272,174502,104610,2015
41067,Washington County, Oregon,568357,280752,287605,135616,363206,69535,541615,443331,10456,4487,56560,2142,24639,26742,471063,97294,387215,35096,65021,121384,165714,469357,99000,43349,59311,509006,379106,189945,112259,76902,2015
42003,Allegheny County, Pennsylvania,1197057,577163,619894,230494,756801,209762,1165052,966488,151640,1007,41351,393,4173,32005,911598,285459,872473,54276,247929,220584,349684,1125349,71708,32604,159274,1037406,783263,422861,207416,152986,2015
42045,Delaware County, Pennsylvania,542837,259295,283542,123318,335837,83682,527270,377864,113435,886,27949,0,7136,15567,459788,83049,374430,25814,119457,90347,138812,489161,53676,31949,69122,473715,351192,183886,94668,72638,2015
42071,Lancaster County, Pennsylvania,523153,255284,267869,125972,310494,86687,511554,462613,22259,920,10900,45,14817,11599,447497,75656,352630,54139,128039,78964,91488,499162,23991,11459,61427,461565,325784,174676,88053,63055,2015
42091,Montgomery County, Pennsylvania,797361,386649,410712,176242,490461,130658,779268,633990,68047,794,61967,235,14235,18093,676847,120514,561922,32840,137875,119814,271393,712521,84840,46451,80484,716727,511427,285982,135733,89712,2015
42101,Philadelphia County, Pennsylvania,1525590,721036,804554,341582,992258,191750,1483981,634634,651226,5493,109402,1403,81823,41609,1164423,361167,1038492,174551,340755,236549,286637,1323712,201878,102757,257472,1268017,1027008,456423,248855,321730,2015
44007,Providence County, Rhode Island,608265,294506,313759,131197,390566,86502,583436,441066,54881,3322,24640,211,59316,24829,486809,121456,421410,65360,128184,109462,118404,492695,115570,60641,83876,523923,405858,197547,107308,101003,2015
47037,Davidson County, Tennessee,659367,316888,342479,143441,442165,73761,640847,420366,178503,2724,20299,76,18879,18520,496575,162792,458421,52429,109456,118622,177914,570425,88942,27665,81584,577156,454061,252854,116538,84669,2015
47157,Shelby County, Tennessee,919280,434446,484834,234996,574703,109581,901945,365875,486046,593,24069,621,24741,17335,764129,155151,597242,75238,167363,173618,181023,858138,61142,18379,108834,809031,601680,299597,148401,153682,2015
48029,Bexar County, Texas,1866463,915059,951404,487658,1164883,213922,1812259,1516035,141804,14179,52849,1799,85593,54204,1595196,271267,1189556,197467,309158,366458,316473,1621299,245164,95517,256098,1598454,1218876,623358,282746,312772,2015
48085,Collin County, Texas,909894,446745,463149,244230,575063,90601,885456,647624,85491,6308,125464,641,19928,24438,809048,100846,592581,40362,92590,161470,298159,725730,184164,81794,64076,844816,604860,358898,122723,123239,2015
48113,Dallas County, Texas,2520978,1237107,1283871,673488,1600907,246583,2458403,1571658,559331,10212,150813,1328,165061,62575,2116042,404936,1605190,357753,356783,404294,486360,1899010,621968,184132,242954,2277200,1667147,911488,368151,387508,2015
48121,Denton County, Texas,767683,377747,389936,199323,498783,69577,744258,578772,73003,2601,61888,0,27994,23425,658413,109270,502308,39306,95660,155402,211940,654899,112784,52287,60804,706666,521399,301814,129636,89949,2015
48141,El Paso County, Texas,821447,398753,422694,232641,493085,95721,806898,696691,29421,5546,10073,75,65092,14549,742886,78561,497486,112086,124687,146589,114124,618644,202803,89973,119232,688540,518321,242531,121805,153985,2015
48201,Harris County, Texas,4495844,2232890,2262954,1214931,2859380,421533,4394119,2875752,844473,16733,311352,1094,344715,101725,3877982,617862,2854543,569600,672761,756987,855195,3299938,1195906,403662,407668,4086636,2990209,1595859,676894,717456,2015
48215,Hidalgo County, Texas,831453,402451,429002,279833,463943,87677,822259,737621,4836,1581,9113,200,68908,9194,782635,48818,460685,175096,102455,102611,80523,600882,230571,61709,106728,724063,494642,202453,124500,167689,2015
48339,Montgomery County, Texas,534000,263427,270573,142470,326676,64854,512845,453557,22716,2050,14434,0,20088,21155,474962,59038,345579,47464,80640,99716,117759,466623,67377,24230,51639,481849,342297,172606,80895,88796,2015
48439,Tarrant County, Texas,1955259,954234,1001025,526523,1226501,202235,1898014,1361767,310961,8036,102368,3693,111189,57245,1691418,263841,1249137,181873,297507,382216,387541,1642014,313245,122141,208152,1745780,1285948,699410,305177,281361,2015
48453,Travis County, Texas,1152969,580402,572567,265881,786345,100743,1117724,853922,96949,4785,74552,354,87162,35245,863940,289029,788687,90839,136638,187300,373910,943626,209343,70387,93907,1058949,811302,469089,194906,147307,2015
49035,Salt Lake County, Utah,1093499,547050,546449,306317,679404,107778,1061719,889749,19738,8406,43214,15196,85416,31780,938303,155196,681846,67105,166902,221157,226682,960680,132819,52169,104181,988872,710736,382508,198257,129971,2015
49049,Utah County, Utah,558651,282355,276296,196565,320623,41463,541379,513685,3942,2489,8993,3448,8822,17272,506204,52447,276971,19279,46898,104443,106351,517474,41177,14358,43977,514403,341138,143323,128849,68966,2015
51059,Fairfax County, Virginia,1133539,560640,572899,270630,727982,134927,1080550,696087,107583,1802,215776,277,59025,52989,971955,161584,772463,61484,107160,144372,459447,774886,358653,194289,83298,1039323,756857,432603,195258,128996,2015
53033,King County, Washington,2087974,1043489,1044485,432851,1396622,258501,1966352,1379442,132258,13658,342584,17896,80514,121622,1601238,486736,1488344,105469,236310,398113,748452,1632649,455325,217419,195503,1891146,1444451,772342,395460,276649,2015
53053,Pierce County, Washington,828673,411503,417170,198204,523309,107160,765348,607112,56059,9493,52507,12098,28079,63325,686747,141926,555442,46258,159062,206786,143336,746305,82368,45265,111860,706372,544434,266981,136153,141300,2015
53061,Snohomish County, Washington,760160,380086,380074,171871,494396,93893,713950,589442,19233,5882,73592,4248,21553,46210,630900,129260,522177,43212,124583,184941,169441,639650,120510,59599,93730,663865,515606,270872,136285,108449,2015
55025,Dane County, Wisconsin,509092,251728,257364,108281,339189,61622,494267,428581,26457,1322,28165,211,9531,14825,372575,136517,338028,16299,62203,94469,165057,465134,43958,16355,43821,465165,350623,194517,113293,42813,2015
55079,Milwaukee County, Wisconsin,934793,450698,484095,229688,590084,115021,904423,567710,246117,5321,39823,325,45127,30370,713641,221152,620984,80351,165948,189304,185381,848877,85916,33755,126819,807636,613525,308587,162659,142279,2015
1073,Jefferson County, Alabama,646109,303814,342295,150954,398144,97011,632062,333373,274448,1763,8188,323,13967,14047,529432,116677,443119,45995,115411,134400,147313,618765,27344,8816,100836,544884,415856,209672,101728,104456,2016
4013,Maricopa County, Arizona,4186451,2067165,2119286,1021756,2550778,613917,4037753,3187742,225220,80292,167569,9808,367122,148698,3482024,704427,2783199,354031,623635,912428,893105,3550795,635656,259010,475822,3705882,2665413,1387791,642779,634843,2016
4019,Pima County, Arizona,987885,480085,507800,214237,582116,191532,940968,757369,31315,31126,28289,1550,91319,46917,786945,200940,663793,78153,145819,225934,213887,854005,133880,59909,154288,830059,606147,276344,175439,154364,2016
6001,Alameda County, California,1621485,797490,823995,341848,1068306,211331,1517475,676666,171277,9940,476962,13798,168832,104010,1339363,282122,1151144,140107,200901,286065,524071,1085478,536007,282913,155660,1464624,1102755,578464,281482,242809,2016
6013,Contra Costa County, California,1125444,550934,574510,257759,700532,167153,1044129,653438,96035,3159,183061,4891,103545,81315,981935,143509,775357,82353,132697,237663,322644,841836,283608,149431,131047,993425,730839,361462,202296,167081,2016
6019,Fresno County, California,966379,480255,486124,278306,574037,114036,932259,632450,46317,9927,101387,1129,141049,34120,848687,117692,590970,149402,136201,185145,120222,756542,209837,82038,118462,846772,603389,242751,173573,187065,2016
6029,Kern County, California,852204,425164,427040,253851,508793,89560,823150,622965,41159,11561,39834,2985,104646,29054,759071,93133,507773,129226,136121,156221,86205,679332,172872,61236,93851,757187,534005,237571,126175,170259,2016
6037,Los Angeles County, California,9989112,4915867,5073245,2221938,6485670,1281504,9604491,5014444,805758,64132,1450800,25313,2244044,384621,8419699,1569413,6822800,1470854,1415796,1774227,2161923,6506117,3482995,1794113,1023001,8962491,6749117,3271442,1708124,1769551,2016
6059,Orange County, California,3136217,1549981,1586236,703108,1996094,437015,3019559,1963603,52031,13214,632191,10579,347941,116658,2701342,434875,2146513,323632,365963,596643,860275,2177162,959055,517206,267354,2867744,2084652,1034119,565522,485011,2016
6065,Riverside County, California,2353864,1166276,1187588,606089,1419395,328380,2248453,1389396,148357,20270,145851,7145,537434,105411,2089274,264590,1519593,285344,398359,501758,334132,1837760,516104,242296,283945,2066079,1490654,648550,396560,445544,2016
6067,Sacramento County, California,1494002,725350,768652,357461,933414,203127,1387410,872537,144219,10037,229839,16021,114757,106592,1242284,251718,1006383,135249,226855,342356,301923,1181550,312452,179698,182292,1310902,974376,458645,259152,256579,2016
6071,San Bernardino County, California,2081216,1019135,1062081,564457,1285240,231519,1982450,1286484,173200,14673,149284,6269,352540,98766,1883741,197475,1298363,269572,341428,422450,264913,1639680,441536,220594,240881,1835576,1351580,594734,336036,420810,2016
6073,San Diego County, California,3233771,1606945,1626826,717500,2077943,438328,3067093,2324448,155560,24652,385103,13675,163655,166678,2679538,554233,2205839,298967,401848,674311,830713,2442285,791486,408885,325214,2875895,2156351,1063793,576456,516102,2016
6075,San Francisco County, California,857255,437414,419841,116119,614335,126801,811130,398229,42348,3048,296812,1967,68726,46125,565336,291919,685491,82499,83755,126039,393198,554381,302874,190230,94442,762611,624063,355950,163486,104627,2016
6077,San Joaquin County, California,720252,357557,362695,197598,434233,88421,653342,409963,50279,5416,108884,4697,74103,66910,639211,81041,454849,103041,124596,150436,76776,555398,164854,76154,95225,624537,457178,194075,129169,133934,2016
6081,San Mateo County, California,758012,373916,384096,158779,485137,114096,713868,385874,16915,2821,213694,10712,83852,44144,648723,109289,544192,58363,83373,127213,275243,496119,261893,146765,65426,692486,501592,272804,140631,88157,2016
6085,Santa Clara County, California,1889316,952509,936807,429493,1218935,240888,1792593,829669,44790,8538,676496,8405,224695,96723,1618359,270957,1312448,166710,195900,278650,671188,1143247,746069,392152,148795,1740174,1265703,664449,326949,274305,2016
6099,Stanislaus County, California,536626,263109,273517,145002,323815,67809,514001,391801,16935,3427,30281,3066,68491,22625,482066,54560,340009,80416,93474,110499,55620,423400,113226,50001,70468,466055,339708,143166,99613,96929,2016
6111,Ventura County, California,837424,413834,423590,196558,518679,122187,798447,672839,13870,5546,60415,1787,43990,38977,728869,108555,564664,89697,104493,180488,189986,647540,189884,89491,95994,739605,542926,263200,157873,121853,2016
8005,Arapahoe County, Colorado,630769,311692,319077,151276,401937,77556,607182,447185,68535,3620,38524,1592,47726,23587,523440,107329,425798,30489,92981,124708,177620,537755,93014,37130,56324,572769,418863,242149,106695,70019,2016
8031,Denver County, Colorado,682515,342479,340036,139435,467413,75667,659206,513791,66916,5305,25618,410,47166,23309,478772,203743,489952,62436,87741,106079,233696,579940,102575,39163,65790,616494,480237,268844,127535,83858,2016
8041,El Paso County, Colorado,667991,333673,334318,166506,419232,82253,627298,536884,41042,3540,17788,2731,25313,40693,559758,108233,437986,24374,86070,156867,170675,620246,47745,25052,79044,570760,436484,228640,119589,88255,2016
9001,Fairfield County, Connecticut,925845,450766,475079,215037,575731,135077,896063,684918,106860,2783,49848,502,51152,29782,793783,132062,631445,61799,137260,135637,296749,722214,203631,96618,89898,835727,601731,301938,181819,117974,2016
9003,Hartford County, Connecticut,870087,420217,449870,188265,542186,139636,840938,623590,115260,2632,45120,29,54307,29149,709189,160898,607943,62800,167941,147786,229416,742311,127776,73559,105634,764135,565879,304715,144081,117083,2016
9009,New Haven County, Connecticut,830201,400383,429818,174427,521648,134126,803725,616725,107106,1747,34435,423,43289,26476,668243,161958,584067,59076,176993,140853,207145,724515,105686,57632,97034,732607,544396,280128,146905,117363,2016
10003,New Castle County, Delaware,540302,260077,280225,120248,341494,78560,527399,350782,133761,1877,29686,950,10343,12903,446218,94084,375232,30228,117600,92402,135002,477380,62922,32673,59937,479808,355911,193053,80208,82650,2016
11001,District of Columbia, District of Columbia,647654,306361,341293,118383,452477,76794,630845,260919,307253,1966,24027,41,36639,16809,415933,231721,474099,43455,83617,75263,271764,559896,87758,39479,74425,571180,461815,268513,100994,92308,2016
12009,Brevard County, Florida,573235,278657,294578,106003,334954,132278,556398,473866,56623,1214,13827,170,10698,16837,468443,104792,426463,34385,120279,146439,125360,519381,53854,33468,88656,483718,349445,154622,91552,103271,2016
12011,Broward County, Florida,1893618,919295,974323,402818,1187919,302881,1833623,1155186,539194,5772,68889,1623,62959,59995,1566956,326662,1339181,161509,357757,406791,413124,1251828,641790,385998,208751,1683842,1237486,649534,313822,274130,2016
12031,Duval County, Florida,904630,436199,468431,206543,575953,122134,868998,544361,266370,2013,39801,429,16024,35632,722727,181903,622953,69055,168552,201138,184208,813045,91585,51424,118763,778099,597736,317448,137986,142302,2016
12057,Hillsborough County, Florida,1354249,659086,695163,310101,858357,185791,1309260,956733,224059,4763,54253,1279,68173,44989,1089049,265200,929058,110820,258496,258602,301140,1119682,234567,108994,162204,1189198,892906,471616,216220,205070,2016
12071,Lee County, Florida,713021,349319,363702,129837,387660,195524,699789,607395,59022,1457,11121,129,20665,13232,587194,125827,536184,67080,162355,154288,152461,600683,112338,53864,97659,615273,401520,200228,97691,103601,2016
12086,Miami-Dade County, Florida,2672145,1289790,1382355,546556,1701422,424167,2630433,1995034,463343,4491,42681,1265,123619,41712,2305980,366165,1904068,354084,536140,478410,535434,1225078,1447067,821324,274821,2396203,1763056,917773,371548,473735,2016
12095,Orange County, Florida,1281519,628129,653390,292464,844906,144149,1235798,826258,270656,1547,69598,50,67689,45721,1043111,238408,865896,112011,209684,250470,293731,987275,294244,148201,142175,1138593,876687,452942,217717,206028,2016
12099,Palm Beach County, Florida,1424039,686684,737355,276269,816423,331347,1394937,1066558,261212,1811,38180,536,26640,29102,1148666,275373,1042649,129914,255688,289982,367065,1071781,352258,192908,176378,1247402,849613,435885,222185,191543,2016
12101,Pasco County, Florida,504332,245519,258813,101509,287967,114856,492894,445096,27475,1337,12829,190,5967,11438,422819,81513,368323,40704,126294,115913,85412,459743,44589,25881,86786,416617,301071,143458,66208,91405,2016
12103,Pinellas County, Florida,946232,453684,492548,157053,566218,222961,920436,773746,95139,3098,32517,796,15140,25796,714009,232223,726075,67702,202321,241469,214583,837101,109131,68303,152750,792638,586169,301197,139003,145969,2016
12105,Polk County, Florida,652803,317742,335061,147063,374202,131538,637647,515425,98177,1818,12505,306,9416,15156,550092,102711,454356,69661,161916,130242,92537,581505,71298,31576,103606,548476,390357,188031,86593,115733,2016
12127,Volusia County, Florida,519158,253570,265588,91329,303696,124133,506767,434463,52800,2528,9653,64,7259,12391,409325,109833,387935,39352,120650,133820,94113,479273,39885,23901,94612,424383,315284,145465,75505,94314,2016
13067,Cobb County, Georgia,737148,355214,381934,179623,473422,84103,711301,433275,198278,3131,39514,676,36427,25847,614290,122858,495167,43820,89778,130011,231558,617430,119718,50284,65712,670767,494207,279162,121056,93989,2016
13089,DeKalb County, Georgia,725695,344136,381559,171855,473339,80501,709037,252729,397084,5253,44394,101,9476,16658,570293,155402,495044,53352,101813,123529,216350,606917,118778,48680,76945,647860,490800,265808,118072,106920,2016
13121,Fulton County, Georgia,991572,476986,514586,229639,651267,110666,962774,446542,431219,8781,63861,879,11492,28798,740793,250779,678712,52943,122948,151902,350919,860324,131248,50667,107026,883961,679546,368418,163126,148002,2016
13135,Gwinnett County, Georgia,900628,439063,461565,246837,569858,83933,874209,434591,246382,1198,103886,82,88070,26419,808181,92447,571706,69955,131005,171628,199118,675023,225605,100992,62067,837909,597940,327030,139198,131712,2016
15003,Honolulu County, Hawaii,960055,479972,480083,207279,591858,160918,728953,195938,20355,1596,412797,91222,7045,231102,827450,132605,673291,56659,171643,211542,233447,770309,189746,111261,103867,830973,613704,349863,142228,121613,2016
17031,Cook County, Illinois,5115390,2479873,2635517,1148231,3284041,683118,4981883,2872250,1196400,14268,364443,1721,532801,133507,4115985,999405,3520974,466510,816219,900460,1337785,4029387,1086003,538296,516755,4597794,3412535,1763498,851616,797421,2016
17043,DuPage County, Illinois,916826,450320,466506,212759,574875,129192,891750,704041,44905,1054,106220,481,35049,25076,787150,129676,627112,46097,114656,159660,306699,747074,169752,98620,78663,837884,600796,335716,154888,110192,2016
17089,Kane County, Illinois,525815,262205,263610,137674,322663,65478,513660,370439,29213,2095,21230,33,90650,12155,465807,60008,341643,51655,75047,99455,115486,430697,95118,41915,45439,480149,338925,174944,98059,65922,2016
17097,Lake County, Illinois,686476,339483,346993,173188,423958,89330,668522,519451,44288,1206,51478,310,51789,17954,602239,84237,448531,43412,90919,113950,200250,556491,129985,62868,63513,620922,445825,240890,120024,84911,2016
18097,Marion County, Indiana,923062,444757,478305,229911,586335,106816,890613,566935,254120,2870,27821,199,38668,32449,709525,213537,609822,77110,171481,175633,185598,834025,89037,25898,124246,798361,609169,320643,150612,137914,2016
20173,Sedgwick County, Kansas,506343,249158,257185,132776,306220,67347,482052,396214,41655,4549,20869,0,18765,24291,412327,94016,326961,35400,83799,104178,103584,464294,42049,17683,58962,446419,321158,172910,84598,63650,2016
21111,Jefferson County, Kentucky,749670,362973,386697,168338,468080,113252,729735,540190,161418,1477,21038,409,5203,19935,586622,163048,520905,50759,135370,166676,168100,698452,51218,21643,110294,639090,487371,261407,124642,101322,2016
24005,Baltimore County, Maryland,810257,384920,425337,175788,501415,133054,789702,499305,232591,2422,48819,579,5986,20555,668279,141978,570376,47064,152547,151475,219290,708452,101805,53346,94921,714796,519253,296828,118296,104129,2016
24031,Montgomery County, Maryland,1036302,499722,536580,243269,644682,148351,993088,571118,188618,1940,154006,239,77167,43214,892098,144204,710519,56947,100658,130755,422159,692918,343384,184976,79746,953831,670623,381244,176234,113145,2016
